"Categoría de producto","Nombre","Precio de venta","Referencia interna"
"Mecanismos / BJC / Iris","Caja salida de cables BJC Iris/Coral superficie/empotrable metal 230mm IP20 con Tapa para mecanismos BJC Iris para salida de cable blanco ","13.35","IRISSALIDA 18534 18734"
"Mecanismos / Simon / Simon 31","Caja salida de cables Simon Serie 31 superficie/empotrable metal 450mm IP20 blanco","19.71","S31SALIDA 31801-30"
"Mecanismos / Simon / Simon 75","Caja de superficie para mecanismo empotrable Simon Serie 75 2 elementos horizontal y vertical blanco","14.07","S75Z2  75760-30"
"Mecanismos / Simon / Simon 31","Caja de superficie para mecanismo empotrable Simon Serie 31 1 elemento horizontal y vertical blanco","15.64","S31Z1 31751-30"
"Mecanismos / Simon / Simon 75","Caja de superficie para mecanismo empotrable Simon Serie 75 1 elemento horizontal y vertical blanco","8.22","S75Z1 75750-30"
"Cajas / Acometida / Accesorios","Cartucho fusible tipo D03 80A 400V gL/gG (protección total de línea)","12.14","FD03 L216716"
"Canalización / Minicanal / Accesorios","Caja de mecanismo para instalación en minicanal simple Legrand DLPlus plástico blanco libre de halógenos (LHA)","6.17","CMM 636370"
"Mecanismos / Boyas","Boya de nivel BR10 para aguas residuales 10m cable","87.8","BOYA10M 10003296"
"Mecanismos / Schneider / Mureva","Conmutador Schneider Electric Mureva Styl 10A tecla basculante con iluminación estanco (IP55)","20.35","MUCONLUM MUR35025"
"Cajas / Solera","Cajetín para mecanismo Solera Mecabox 1 módulo 60x65x40mm","0.63","CAJETIN 6625"
"Telecom / Accesorios","Clavija enchufable para telecomunicaciones Legrand LCS RJ45 conector 8 contactos","2.65","RJ45MACHO 051703"
"Telecom / Accesorios","Conector S-One RJ45 Schneider cat6","8.07","SONE VDIB17726U12"
"Iluminación / Luminarias / Pantallas estancas / Tubos LED","Celer tubo LED T8 Security Glass C4 , 9W, 600mm, 300°, 900lm","7.53","TL60CELER 7000000301"
"Iluminación / Luminarias / Downlights","Celer Aro redondo Confort Visual 40mm Blanco GU10","9.88","CONFORT 7100030270"
"Iluminación / Luminarias / Downlights","Downlight LED Celer Neopanel redondo corte Ø115mm 6W 5500K 650lm no dimable blanco","13.86","NEOPANEL6W 7100020233"
"Telecom / Accesorios","Conector modular Kommdata Toolless hembra CAT6 UTP","6.9","TOMAKOMMDATA 7280010061"
"Canalización / Canal","Canal para suelo plástico Legrand DLPlus 75x18/2000mm gris oscuro","12.74","CANYA 030093"
"Mecanismos / Schneider / Mureva","Conmutador Schneider Electric Mureva Styl 10A tecla basculante estanco (IP55)","9.54","MUCON MUR39723"
"Mecanismos / Schneider / Mureva","Conmutador doble Schneider Electric Mureva Styl estanco (IP55)","24.21","MUDOBLE MUR35019"
"Mecanismos / BJC / Iris","Conmutador doble BJC Iris/Aura ","16.47","IRISDOBLE 18510"
"Mecanismos / BJC / Iris","Cruzamiento BJC Iris/Aura 10A ","16.38","IRISCRUCE 18507"
"Mecanismos / Simon / Simon 31","Cruzamiento Simon Serie 31 10A blanco","32.87","S31CRUCE 31251-30"
"Mecanismos / Simon / Simon 31","Conmutador doble Simon Serie 31 blanco","39.27","S31DOBLE 31397-30"
"Mecanismos / BJC / Rehabitat","Cruzamiento BJC Coral 10A","13.43","REHABCRUCE 16507"
"Cuadros / Protecciones / Hager","Contactor modular para cuadro de distribución Hager ESC 25A 2NA 230V","93.0","CONTACTORH225A ESC225"
"Mecanismos / Simon / Simon 75","Conmutador Simon Serie 75/82 10A tecla basculante","11.22","S75CON 75201-39"
"Mecanismos / Simon / Simon 75","Conmutador doble Simon Serie 75/82","27.17","S75DOBLE 75397-39"
"Mecanismos / Simon / Simon 75","Cruzamiento Simon Serie 75/82 10A","23.84","S75CRUCE 75251-39"
"Iluminación / Tiras LED / Accesorios","Driver LED Mean Well 35W 0-1500mA 24V salida fija","25.0","TRAFO35 LIMW2435WP"
"Cableado / K-Flex negro","K-FLEX color negro 1x50mm2","24.87","K1X50"
"Iluminación / Luminarias / Apliques","Aplique LEK 6,8W 220-240V 10° 120° 3.000K IP54 530lm","59.06","LEK 3983"
"Mecanismos / Schneider / Mureva","Cruzamiento Schneider Electric Mureva Styl 10A estanco (IP55)","30.9","MUCRUCE MUR35020"
"Cuadros / Protecciones / Hager","Contactor modular para cuadro de distribución Hager ESC 25A 4NA 230V AC","161.77","CONTACTORH425A ESC425"
"Cuadros / Accesorios","Contador de energía monofásico Schneider Electric iEM2000 medición directa clase B 40ln certificado MID","142.57","CONTADORMONOSCH A9MEM2010"
"Mecanismos / Legrand / Plexo","Detector de movimiento PLEXO Legrand SENSOR IR 2H 250W","118.24","PLEXODETECTORMOV 069520"
"Canalización / Acero / Accesorios","Curva tubería instalación de cables acero Ø32mm enchufable rígido IP54","8.73","ACEROCURVA32 6203001032"
"Canalización / Acero / Accesorios","Curva tubería instalación de cables acero Ø50mm enchufable rígido IP54 ","24.84","ACEROCURVA50 6203001050"
"Iluminación / Reguladores","Regulador modular para tira LED con control potenciometro frontal 8A","70.45","REEL1LE2"
"Iluminación / Luminarias / Downlights","Downlight LED 20W empotrar redondo blanco","110.0","LED20W         "
"Iluminación / Luminarias / Downlights","Downlight de empotrar 16W LED Fosnova","32.2","FOSNOVA16W     "
"Iluminación / Luminarias / Downlights","Empotrable Secom 2x26 W color blanco ( 2 lamparas PL )","43.45","2X26           "
"Iluminación / Luminarias / Downlights","Empotrable Secom 2x26 W color cromado( 2 lamparas PL )","49.68","2X26CRO        "
"Iluminación / Luminarias / Downlights","Empotrable de techo LEDS-C4 GES ","34.95","GES            "
"Ventilación / Extractores","Extractor baño/aseo EDM-80N 9W 2350rpm","53.06","80N 5210035100"
"Iluminación / Luminarias / Jardín","Accesorio pincho grande negro LedsC4","43.55","ESTOQUE 71-9998-05-05"
"Cuadros / Protecciones / Schneider","Guardamotor Schneider Electric TeSys GV2 3 polos 6,3A IP20 4-6,3A 690V","151.81","DISYUNTOR6'3  GV2ME10"
"Iluminación / Accesorios","Equipo Elt 150W halogenuro metalico","56.2","ELT150         "
"Partidas","Derivación individual monofásica empotrada para vivienda, formada por cables unipolares con conductores de cobre, H07Z1-K (AS) B2ca-s1a,d1,a1 3G16 mm², siendo su tensión asignada de 450/750 V","38.65","DERIVA3X16"
"Iluminación / Detectores","Detector de movimiento empotrar PIR KDP9 360 supermini KOBAN","43.01","DETECTORMINI 0767812"
"Iluminación / Luminarias / Jardín","Foco piqueta jardín Dopo Geronimo 4,5W LED intercambiable GU10 negro estanco (IP67)","49.0","GERONIMO 463A-G21X1A-02"
"Mecanismos / Simon / Simon 75","Pieza intermedia Simon Serie 75 blanco nieve","2.68","S75INTER 75900-39"
"Mecanismos / BJC / Iris","Doble pulsador tecla basculante BJC Iris/Aura sin impresión","13.62","IRISDOBLEPULS 18511"
"Cajas / Acometida / Accesorios","Fusible cilíndrico 63A 22x58 mm 690VAC/440VDC gL/gG (protección total de línea)","2.74","FUTE 422063"
"Ventilación / Extractores","Extractor baño SILENT-100-CZ 8W 2100rpm","83.45","SILENT100CZ 5210400700"
"Iluminación / Luminarias / Downlights","Foco de empotrar Breno 9W","15.66","BRENOEMP9W 482868"
"Iluminación / Luminarias / Downlights","Foco tipo downlight empotrado con bombilla GU10 LED completamente instalado","55.0","FOQUITO"
"Iluminación / Luminarias / Proyectores","Foco LED Ledvance 90W IP65","169.8","LEDVANCE90     "
"Iluminación / Luminarias / Proyectores","Foco LED Ledvance 135W IP65","255.9","LEDVANCE135    "
"Iluminación / Luminarias / Proyectores","Foco LED Ledvance 180W IP65","311.85","LEDVANCE180    "
